,age,body_type,diet,drinks,drugs,education,ethnicity,height,job,sign,smokes,chinese,english,german,hindi,italian,japanese,portuguese,russian,spanish,has kids,wants kids,likes dogs,likes cats,new_religion,k-proto-labels
9536,27.0,5.0,anything,3.0,sometimes,graduated from high school,hispanic / latin,75.0,artistic / musical / writer,does_not_matter,sometimes,no,yes,no,no,no,no,no,no,yes,no,no,yes,yes,catholicism,25
9537,30.0,5.0,anything,2.0,never,graduated from college/university,white,72.0,construction / craftsmanship,whatever,no,no,yes,no,no,no,no,no,no,no,no,yes,yes,yes,atheism,23
9538,27.0,5.0,anything,3.0,never,space camp,white,74.0,construction / craftsmanship,whatever,no,no,no,no,no,yes,no,no,no,yes,no,yes,no,no,catholicism,25
9539,18.0,3.0,anything,2.0,never,working on college/university,asian,72.0,student,does_not_matter,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,none,29
9540,26.0,4.0,anything,2.0,sometimes,working on college/university,white,74.0,student,whatever,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,none,25
9541,34.0,3.0,anything,2.0,never,graduated from grad,white,69.0,science / tech / engineering,does_not_matter,no,no,yes,no,no,no,no,no,no,no,no,yes,yes,no,judaism,40
9542,21.0,2.0,anything,2.0,never,graduated from college/university,asian,71.0,artistic / musical / writer,does_not_matter,no,no,yes,no,no,yes,yes,no,no,no,no,yes,yes,yes,none,29
9543,33.0,5.0,anything,2.0,sometimes,graduated from grad,mixed,65.0,executive / management,whatever,when drinking,no,yes,no,no,no,no,no,no,yes,no,no,yes,yes,none,46
9544,42.0,5.0,anything,2.0,never,graduated from grad,white,68.0,science / tech / engineering,whatever,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,christianity,24
9545,42.0,3.0,anything,2.0,never,graduated from college/university,white,62.0,other,whatever,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,none,6
9546,23.0,4.0,anything,2.0,never,working on grad,white,68.0,student,does_not_matter,no,no,yes,no,no,no,no,no,no,no,no,yes,yes,no,agnosticism,33
9547,62.0,4.0,anything,2.0,sometimes,graduated from grad,white,66.0,executive / management,whatever,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,christianity,45
9548,25.0,2.0,anything,2.0,never,working on college/university,hispanic / latin,64.0,education / academia,whatever,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,agnosticism,49
9549,24.0,5.0,anything,2.0,sometimes,working on grad,white,71.0,student,does_not_matter,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,none,1
9550,37.0,4.0,vegetarian,1.0,never,graduated from grad,mixed,72.0,other,whatever,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,none,4
9551,31.0,5.0,anything,2.0,never,graduated from college/university,mixed,68.0,sales / marketing / biz dev,does_not_matter,no,no,yes,no,no,no,no,no,no,yes,no,yes,yes,yes,catholicism,17
9552,30.0,2.0,anything,2.0,never,graduated from college/university,white,63.0,education / academia,does_not_matter,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no,catholicism,34
9553,31.0,2.0,anything,2.0,never,graduated from college/university,mixed,61.0,other,whatever,no,no,yes,no,no,no,no,no,no,yes,no,yes,yes,yes,judaism,11
9554,23.0,5.0,anything,2.0,never,working on college/university,white,68.0,student,whatever,no,no,yes,no,no,no,no,no,no,yes,no,yes,yes,yes,none,33
9555,48.0,4.0,anything,0.0,never,graduated from college/university,white,74.0,computer / hardware / software,whatever,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,other,28
9556,23.0,6.0,kosher,3.0,never,space camp,mixed,76.0,science / tech / engineering,matters,when drinking,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,atheism,15
9557,37.0,5.0,anything,2.0,sometimes,graduated from college/university,white,71.0,medicine / health,does_not_matter,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,none,14
9558,47.0,1.0,vegetarian,2.0,never,graduated from college/university,white,66.0,other,whatever,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,christianity,2
9559,19.0,3.0,vegetarian,2.0,sometimes,working on college/university,white,61.0,artistic / musical / writer,whatever,when drinking,no,yes,no,no,no,no,no,no,no,no,no,no,no,agnosticism,18
9560,23.0,3.0,vegan,0.0,never,working on college/university,mixed,70.0,student,whatever,no,no,yes,no,no,no,no,no,no,yes,no,no,yes,yes,atheism,26
9561,49.0,5.0,vegetarian,2.0,never,graduated from college/university,white,66.0,entertainment / media,whatever,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,buddhism,27
9562,42.0,5.0,vegetarian,1.0,sometimes,graduated from college/university,white,61.0,science / tech / engineering,whatever,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,none,6
9563,26.0,5.0,anything,2.0,never,graduated from grad,hispanic / latin,67.0,student,does_not_matter,trying to quit,no,yes,no,no,no,no,yes,no,yes,no,no,yes,yes,agnosticism,37
9564,40.0,2.0,kosher,0.0,never,working on high school,middle eastern,71.0,other,does_not_matter,trying to quit,no,yes,no,no,no,no,no,no,yes,no,no,no,no,none,5
9565,23.0,3.0,anything,2.0,never,graduated from college/university,white,70.0,hospitality / travel,whatever,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,none,26
9566,56.0,5.0,vegetarian,2.0,never,graduated from grad,white,69.0,education / academia,whatever,no,no,yes,no,no,no,no,no,no,no,no,yes,yes,no,none,48
9567,37.0,5.0,anything,3.0,never,space camp,white,74.0,construction / craftsmanship,does_not_matter,yes,no,yes,no,no,no,no,no,no,no,no,yes,yes,yes,agnosticism,4
9568,45.0,5.0,anything,2.0,never,graduated from college/university,white,66.0,medicine / health,does_not_matter,no,no,yes,yes,no,no,no,no,no,no,no,no,yes,yes,catholicism,2
9569,28.0,5.0,anything,2.0,never,graduated from college/university,asian,73.0,science / tech / engineering,whatever,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,other,25
9570,35.0,2.0,anything,2.0,never,graduated from college/university,white,63.0,other,whatever,when drinking,no,yes,no,no,no,no,no,no,no,no,no,no,no,agnosticism,35
9571,29.0,5.0,anything,1.0,never,working on grad,asian,60.0,student,whatever,no,no,yes,no,no,no,no,no,no,yes,no,no,yes,yes,none,13
9572,31.0,5.0,anything,3.0,sometimes,space camp,white,72.0,other,whatever,yes,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,christianity,23
9573,30.0,3.0,other,2.0,sometimes,working on college/university,white,70.0,construction / craftsmanship,does_not_matter,when drinking,no,yes,no,no,no,no,no,no,no,no,yes,yes,yes,christianity,32
9574,32.0,5.0,anything,2.0,never,graduated from grad,white,73.0,education / academia,does_not_matter,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,none,23
9575,31.0,2.0,anything,2.0,never,graduated from grad,white,65.0,education / academia,whatever,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,atheism,34
9576,35.0,5.0,anything,2.0,sometimes,graduated from college/university,mixed,75.0,computer / hardware / software,whatever,no,no,yes,no,no,no,no,no,no,yes,no,no,no,yes,other,16
9577,26.0,5.0,anything,2.0,never,graduated from grad,indian,63.0,computer / hardware / software,does_not_matter,no,no,yes,no,yes,no,no,no,no,no,no,no,no,yes,agnosticism,42
9578,29.0,2.0,anything,2.0,never,working on college/university,white,60.0,sales / marketing / biz dev,whatever,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,agnosticism,13
9579,33.0,3.0,anything,1.0,never,working on college/university,white,73.0,student,does_not_matter,no,no,yes,no,no,no,no,no,no,no,no,yes,yes,yes,agnosticism,44
9580,38.0,3.0,other,2.0,never,graduated from college/university,white,72.0,executive / management,does_not_matter,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,atheism,4
9581,37.0,2.0,vegetarian,2.0,never,graduated from grad,white,66.0,law / legal services,whatever,no,no,yes,no,no,yes,no,no,no,no,no,no,yes,yes,christianity,36
9582,24.0,5.0,anything,2.0,never,working on college/university,white,70.0,student,does_not_matter,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,atheism,26
9583,19.0,2.0,anything,2.0,sometimes,working on college/university,white,73.0,student,does_not_matter,no,no,yes,no,no,no,yes,no,no,no,no,no,yes,yes,other,29
9584,47.0,2.0,vegetarian,0.0,never,graduated from grad,black,60.0,medicine / health,whatever,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,christianity,10
9585,23.0,3.0,vegan,1.0,never,graduated from college/university,white,64.0,science / tech / engineering,whatever,no,no,yes,no,no,no,no,no,no,yes,no,no,yes,yes,other,41
9586,51.0,2.0,anything,1.0,never,graduated from high school,white,65.0,other,whatever,yes,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,christianity,47
9587,35.0,2.0,anything,3.0,sometimes,graduated from high school,mixed,72.0,clerical / administrative,does_not_matter,when drinking,no,yes,no,no,no,no,no,no,no,no,yes,no,no,catholicism,44
9588,31.0,5.0,anything,2.0,never,graduated from grad,white,62.0,law / legal services,does_not_matter,no,no,yes,yes,no,no,no,no,no,no,no,no,yes,yes,none,11
9589,26.0,4.0,anything,2.0,never,working on college/university,white,69.0,student,whatever,yes,no,no,no,no,no,no,no,yes,no,no,yes,no,no,christianity,37
9590,24.0,2.0,other,1.0,never,working on college/university,mixed,62.0,military,whatever,no,no,yes,no,no,no,no,yes,no,yes,no,no,yes,no,christianity,3
9591,41.0,3.0,vegetarian,2.0,sometimes,graduated from high school,white,74.0,other,does_not_matter,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,other,38
9592,36.0,5.0,anything,2.0,never,graduated from college/university,white,69.0,artistic / musical / writer,whatever,no,no,yes,no,no,no,no,no,no,no,no,yes,yes,yes,none,14
9593,35.0,5.0,anything,2.0,never,graduated from college/university,white,72.0,computer / hardware / software,whatever,no,no,yes,no,no,yes,no,no,no,no,no,yes,no,no,catholicism,16
9594,39.0,5.0,anything,2.0,sometimes,graduated from college/university,white,73.0,medicine / health,whatever,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,none,4
9595,26.0,4.0,vegetarian,2.0,sometimes,graduated from grad,white,68.0,other,whatever,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,agnosticism,37
9596,29.0,2.0,anything,3.0,sometimes,graduated from college/university,white,71.0,hospitality / travel,does_not_matter,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,atheism,32
9597,20.0,5.0,anything,2.0,sometimes,working on college/university,white,69.0,sales / marketing / biz dev,does_not_matter,no,no,yes,no,no,yes,no,no,no,no,no,no,yes,yes,agnosticism,9
9598,30.0,5.0,vegetarian,2.0,never,graduated from grad,white,67.0,medicine / health,whatever,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,none,17
9599,47.0,2.0,anything,1.0,never,graduated from grad,white,66.0,medicine / health,whatever,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,judaism,2
9600,42.0,5.0,anything,2.0,never,graduated from college/university,white,71.0,medicine / health,whatever,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,other,39
9601,26.0,2.0,anything,2.0,sometimes,graduated from college/university,white,75.0,political / government,whatever,when drinking,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,catholicism,25
9602,27.0,4.0,anything,2.0,sometimes,graduated from college/university,hispanic / latin,67.0,artistic / musical / writer,whatever,no,no,yes,no,no,no,no,no,no,yes,no,no,yes,yes,atheism,37
9603,30.0,3.0,anything,2.0,never,graduated from college/university,white,71.0,other,does_not_matter,no,no,yes,no,no,yes,no,no,no,no,no,no,yes,no,christianity,32
9604,35.0,3.0,anything,1.0,never,graduated from college/university,hispanic / latin,68.0,political / government,does_not_matter,sometimes,no,yes,no,no,no,no,no,no,yes,no,no,yes,yes,other,12
9605,23.0,4.0,anything,2.0,never,working on college/university,mixed,70.0,student,whatever,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,atheism,26
9606,33.0,2.0,anything,3.0,sometimes,graduated from college/university,black,66.0,hospitality / travel,whatever,when drinking,no,yes,no,no,no,no,no,no,no,no,no,no,no,none,12
9607,30.0,4.0,anything,1.0,never,working on college/university,hispanic / latin,60.0,sales / marketing / biz dev,whatever,no,no,yes,no,no,no,no,no,no,yes,no,no,yes,yes,catholicism,11
9608,58.0,5.0,vegetarian,2.0,never,graduated from grad,white,63.0,executive / management,whatever,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,atheism,31
9609,28.0,5.0,anything,2.0,never,graduated from college/university,white,69.0,sales / marketing / biz dev,does_not_matter,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,catholicism,37
9610,56.0,5.0,anything,1.0,never,graduated from college/university,white,71.0,artistic / musical / writer,does_not_matter,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,agnosticism,7
9611,36.0,2.0,anything,2.0,never,working on college/university,white,71.0,hospitality / travel,whatever,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no,agnosticism,14
9612,45.0,4.0,anything,2.0,never,graduated from college/university,white,63.0,clerical / administrative,does_not_matter,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,judaism,2
9613,31.0,3.0,anything,2.0,never,graduated from college/university,white,64.0,executive / management,does_not_matter,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,christianity,34
9614,24.0,5.0,anything,2.0,never,working on grad,white,70.0,science / tech / engineering,whatever,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,none,1
9615,29.0,5.0,anything,2.0,never,graduated from grad,asian,63.0,computer / hardware / software,does_not_matter,no,yes,yes,no,no,no,no,no,no,no,no,yes,yes,yes,none,34
9616,47.0,5.0,vegetarian,0.0,never,graduated from grad,white,69.0,law / legal services,whatever,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,none,27
9617,29.0,3.0,anything,2.0,never,working on college/university,mixed,64.0,artistic / musical / writer,whatever,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,catholicism,34
9618,31.0,4.0,anything,3.0,never,graduated from college/university,white,71.0,science / tech / engineering,does_not_matter,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,agnosticism,32
9619,44.0,5.0,anything,2.0,never,graduated from college/university,white,72.0,science / tech / engineering,does_not_matter,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,agnosticism,39
9620,44.0,3.0,anything,2.0,never,graduated from college/university,white,67.0,other,whatever,no,no,yes,no,no,no,no,no,no,no,no,yes,yes,yes,buddhism,24
9621,29.0,5.0,anything,3.0,never,graduated from grad,white,67.0,banking / financial / real estate,whatever,when drinking,no,yes,no,no,no,no,no,no,no,no,no,yes,no,none,17
9622,32.0,5.0,vegetarian,0.0,never,graduated from high school,mixed,67.0,other,whatever,no,no,yes,no,no,no,no,yes,no,no,no,yes,yes,yes,judaism,40
9623,56.0,2.0,anything,1.0,never,graduated from college/university,black,62.0,executive / management,whatever,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,christianity,31
9624,50.0,5.0,anything,2.0,never,graduated from grad,white,65.0,executive / management,does_not_matter,no,no,yes,no,no,no,no,no,no,no,yes,no,yes,yes,agnosticism,47
9625,30.0,3.0,anything,2.0,never,graduated from grad,hispanic / latin,62.0,education / academia,whatever,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,catholicism,11
9626,29.0,1.0,vegetarian,2.0,never,graduated from college/university,white,71.0,science / tech / engineering,does_not_matter,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,agnosticism,32
9627,38.0,5.0,anything,2.0,never,graduated from college/university,asian,65.0,entertainment / media,whatever,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,atheism,36
9628,59.0,1.0,anything,2.0,never,graduated from college/university,white,69.0,artistic / musical / writer,does_not_matter,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,judaism,7
9629,41.0,5.0,anything,2.0,never,graduated from college/university,white,64.0,education / academia,whatever,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,none,6
9630,37.0,3.0,anything,3.0,sometimes,graduated from college/university,white,76.0,artistic / musical / writer,whatever,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,none,16
9631,38.0,2.0,anything,2.0,never,graduated from grad,mixed,68.0,law / legal services,whatever,no,no,yes,no,no,no,yes,no,no,no,no,no,yes,yes,none,5
9632,25.0,3.0,anything,3.0,sometimes,graduated from college/university,white,73.0,other,whatever,no,yes,yes,no,no,no,no,no,no,yes,no,yes,yes,yes,atheism,1
9633,24.0,2.0,vegetarian,3.0,never,graduated from college/university,white,74.0,medicine / health,whatever,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,atheism,15
9634,28.0,3.0,anything,2.0,never,graduated from college/university,white,69.0,sales / marketing / biz dev,whatever,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,christianity,37
9635,31.0,2.0,anything,0.0,never,graduated from grad,white,70.0,science / tech / engineering,whatever,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,atheism,32
9636,23.0,3.0,anything,2.0,never,graduated from college/university,white,71.0,computer / hardware / software,does_not_matter,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,atheism,26
9637,59.0,5.0,anything,0.0,never,graduated from grad,white,70.0,other,does_not_matter,no,no,yes,no,no,no,no,no,no,no,yes,no,yes,yes,christianity,7
9638,29.0,5.0,anything,3.0,never,graduated from college/university,white,69.0,computer / hardware / software,whatever,no,no,yes,yes,no,no,no,no,no,no,no,no,yes,yes,other,32
9639,27.0,3.0,anything,2.0,never,graduated from college/university,asian,70.0,other,whatever,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,none,0
9640,44.0,5.0,vegetarian,2.0,never,graduated from grad,white,69.0,artistic / musical / writer,whatever,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,other,24
9641,41.0,5.0,anything,2.0,never,graduated from college/university,white,72.0,artistic / musical / writer,does_not_matter,no,no,yes,no,no,no,no,no,no,yes,no,no,yes,yes,agnosticism,39
9642,27.0,4.0,vegetarian,2.0,never,working on college/university,asian,70.0,construction / craftsmanship,whatever,no,yes,yes,no,no,no,no,no,no,no,no,no,yes,yes,christianity,0
9643,23.0,5.0,anything,2.0,never,graduated from college/university,mixed,67.0,military,whatever,no,no,yes,no,no,no,no,no,no,no,no,yes,yes,yes,christianity,33
9644,28.0,2.0,other,2.0,never,graduated from grad,white,71.0,science / tech / engineering,does_not_matter,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,judaism,0
9645,34.0,2.0,anything,2.0,never,graduated from college/university,white,67.0,education / academia,does_not_matter,no,no,yes,no,no,no,no,no,no,no,no,yes,yes,yes,other,12
