,Unnamed: 0,age,status,sex,orientation,body_type,diet,drinks,drugs,education,ethnicity,height,job,location,sign,smokes,arabic,chinese,english,german,hindi,italian,japanese,korean,portuguese,russian,spanish,turkish,has kids,wants kids,likes dogs,likes cats,new_religion
4337,12418,20,single,f,bisexual,4,vegetarian,5,sometimes,working on college/university,mixed,63.0,clerical / administrative,A,does_not_matter,when drinking,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,yes,yes,agnosticism
18620,53599,40,single,m,straight,5,anything,3,never,graduated from grad,white,71.0,other,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,Tatheism
13207,37694,31,single,m,straight,5,anything,1,never,graduated from grad,white,70.0,executive / management,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,Tatheism
10547,30119,24,single,m,straight,5,anything,2,never,graduated from grad,white,66.0,science / tech / engineering,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,agnosticism
12167,34748,36,single,f,straight,3,anything,3,never,graduated from grad,hispanic / latin,67.0,student,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,no,catholicism
1525,4227,32,single,f,straight,2,other,2,never,graduated from grad,white,61.0,artistic / musical / writer,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,judaism
7920,22638,26,single,m,straight,5,anything,2,never,working on college/university,hispanic / latin,69.0,other,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,christianity
11520,32875,27,single,m,straight,3,vegetarian,2,never,working on college/university,white,72.0,sales / marketing / biz dev,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,agnosticism
3260,9128,64,single,f,straight,4,anything,2,never,graduated from grad,white,62.0,medicine / health,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,christianity
15941,45588,47,single,m,straight,4,anything,2,never,graduated from college/university,mixed,68.0,medicine / health,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,agnosticism
14040,40039,23,single,m,straight,2,anything,2,often,working on college/university,hispanic / latin,70.0,construction / craftsmanship,A,does_not_matter,yes,no,no,yes,no,no,no,no,no,no,no,yes,no,no,yes,yes,yes,christianity
1576,4383,18,single,f,straight,4,anything,2,sometimes,working on college/university,asian,62.0,student,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,none
12022,34306,31,single,f,straight,5,anything,2,never,graduated from college/university,white,65.0,banking / financial / real estate,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,none
733,1991,18,single,f,straight,3,anything,2,never,working on college/university,mixed,65.0,student,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no,yes,yes,none
14358,41054,28,single,f,straight,3,other,0,never,graduated from college/university,mixed,66.0,medicine / health,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,christianity
13782,39282,30,single,f,straight,2,anything,2,never,graduated from college/university,white,69.0,other,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,agnosticism
10972,31277,44,single,f,straight,5,anything,2,never,graduated from college/university,white,64.0,computer / hardware / software,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,catholicism
18107,52125,25,single,f,straight,5,anything,2,never,working on grad,white,64.0,student,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,judaism
17598,50517,41,single,m,straight,3,vegetarian,2,sometimes,graduated from high school,white,74.0,other,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,other
4336,12416,23,single,m,straight,4,anything,2,never,graduated from college/university,asian,72.0,computer / hardware / software,A,does_not_matter,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,agnosticism
20378,58629,26,single,m,straight,5,anything,2,never,working on high school,hispanic / latin,71.0,other,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,catholicism
3941,11186,27,single,f,straight,2,anything,2,never,graduated from college/university,indian,66.0,executive / management,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,hinduism.
3642,10312,25,single,f,bisexual,4,anything,3,sometimes,graduated from high school,white,67.0,entertainment / media,A,does_not_matter,sometimes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,Tatheism
20543,59101,60,single,f,straight,2,other,0,never,working on college/university,white,63.0,other,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,yes,yes,other
8074,23124,31,single,m,straight,3,anything,2,never,graduated from high school,mixed,67.0,clerical / administrative,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,agnosticism
18992,54654,38,single,f,straight,2,anything,2,never,graduated from college/university,black,64.0,medicine / health,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,no,no,christianity
11955,34123,26,single,m,straight,5,vegetarian,2,never,graduated from grad,indian,67.0,science / tech / engineering,A,whatever,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,Tatheism
20755,59758,36,single,m,straight,5,anything,2,never,graduated from college/university,asian,74.0,science / tech / engineering,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,none
2942,8255,24,single,m,straight,5,anything,2,never,graduated from grad,white,73.0,construction / craftsmanship,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,no,judaism
7357,21030,24,single,f,straight,3,anything,2,never,working on grad,white,64.0,student,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,agnosticism
15000,42929,51,single,m,straight,3,other,1,never,graduated from high school,white,69.0,artistic / musical / writer,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,yes,yes,buddhism
12297,35115,32,single,m,straight,5,anything,2,never,graduated from high school,white,69.0,computer / hardware / software,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,christianity
8228,23565,22,single,m,straight,5,anything,2,never,working on grad,mixed,68.0,student,A,whatever,no,yes,no,yes,no,no,no,no,no,yes,no,no,no,no,yes,yes,yes,other
11226,32001,32,single,m,straight,5,anything,2,never,graduated from college/university,mixed,69.0,artistic / musical / writer,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,other
19812,56895,31,single,f,straight,3,anything,3,never,graduated from college/university,white,64.0,other,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,christianity
10477,29906,34,single,f,straight,5,anything,2,never,graduated from college/university,asian,60.0,student,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,agnosticism
9129,26074,28,single,f,straight,4,anything,3,sometimes,graduated from high school,white,64.0,other,A,whatever,sometimes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,other
7836,22403,24,single,m,straight,3,anything,0,sometimes,graduated from high school,white,68.0,artistic / musical / writer,A,whatever,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,other
17632,50626,25,single,m,straight,5,anything,2,never,working on college/university,white,74.0,executive / management,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,none
1616,4496,32,single,m,straight,5,vegetarian,2,never,graduated from college/university,white,71.0,computer / hardware / software,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,agnosticism
19051,54826,32,single,m,straight,3,anything,2,never,graduated from college/university,hispanic / latin,69.0,education / academia,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,yes,catholicism
19577,56266,33,single,m,straight,5,anything,2,never,graduated from college/university,white,73.0,executive / management,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,none
17043,48884,28,single,f,straight,5,anything,0,never,graduated from college/university,white,61.0,medicine / health,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,other
2492,6934,19,single,f,bisexual,4,anything,0,never,graduated from high school,asian,62.0,student,A,whatever,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,Tatheism
9271,26473,34,single,m,straight,5,anything,2,never,graduated from grad,white,76.0,science / tech / engineering,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,catholicism
1447,4023,26,single,m,straight,3,anything,2,sometimes,graduated from high school,white,71.0,construction / craftsmanship,A,whatever,trying to quit,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,yes,no,none
314,821,30,single,m,straight,5,vegetarian,2,never,graduated from college/university,white,71.0,other,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,other
4777,13713,23,single,m,straight,5,anything,2,never,graduated from college/university,white,73.0,sales / marketing / biz dev,A,whatever,when drinking,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,christianity
2615,7297,27,single,m,straight,3,anything,2,never,graduated from college/university,asian,71.0,medicine / health,A,whatever,sometimes,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,christianity
5038,14474,34,single,f,straight,4,anything,2,never,graduated from grad,black,64.0,education / academia,A,matters,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,christianity
18970,54585,38,single,m,gay,5,anything,2,never,graduated from college/university,white,72.0,computer / hardware / software,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,yes,other
5636,16127,53,single,m,straight,5,anything,2,never,graduated from college/university,mixed,71.0,medicine / health,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,other
19453,55896,24,single,m,straight,5,other,1,never,working on grad,white,76.0,student,A,whatever,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,Tatheism
7760,22193,33,single,m,straight,5,anything,1,never,graduated from college/university,white,68.0,executive / management,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,Tatheism
10571,30172,46,single,m,straight,5,anything,0,never,working on college/university,mixed,72.0,construction / craftsmanship,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,catholicism
10326,29440,30,single,m,straight,5,anything,2,never,graduated from college/university,white,74.0,sales / marketing / biz dev,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,christianity
14790,42297,41,single,m,straight,3,vegetarian,1,never,graduated from college/university,white,74.0,banking / financial / real estate,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,judaism
19471,55964,32,single,f,straight,3,anything,2,never,graduated from grad,white,65.0,other,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,agnosticism
7565,21685,19,single,m,straight,4,anything,2,never,working on college/university,asian,69.0,student,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,other
3812,10822,29,single,m,straight,2,anything,2,never,graduated from college/university,mixed,71.0,science / tech / engineering,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,other
9172,26175,38,single,m,gay,3,anything,2,never,graduated from college/university,white,72.0,science / tech / engineering,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,none
16630,47696,28,single,f,straight,5,anything,2,never,working on college/university,white,69.0,law / legal services,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,agnosticism
13491,38405,28,single,f,straight,5,vegetarian,1,never,graduated from college/university,white,67.0,other,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,none
14405,41186,54,single,m,straight,5,anything,2,never,graduated from grad,white,72.0,executive / management,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,judaism
2296,6405,26,single,m,straight,5,anything,3,sometimes,graduated from college/university,white,70.0,science / tech / engineering,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,Tatheism
19448,55885,35,single,f,straight,3,anything,2,never,graduated from college/university,white,64.0,sales / marketing / biz dev,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,none
1263,3515,26,single,f,straight,3,anything,2,never,graduated from college/university,indian,60.0,student,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,none
16423,47075,26,single,f,straight,5,anything,2,never,graduated from college/university,white,65.0,sales / marketing / biz dev,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,none
12635,36054,23,single,m,straight,2,anything,2,never,graduated from college/university,hispanic / latin,72.0,other,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,yes,yes,yes,christianity
12580,35877,35,single,f,straight,2,anything,3,never,graduated from grad,white,67.0,other,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,christianity
8758,25108,25,married,f,straight,2,anything,1,never,working on college/university,mixed,63.0,computer / hardware / software,A,whatever,trying to quit,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,christianity
5583,15973,34,single,f,straight,5,anything,2,never,graduated from college/university,asian,61.0,sales / marketing / biz dev,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,agnosticism
5831,16683,50,single,m,straight,5,anything,1,never,graduated from grad,white,71.0,artistic / musical / writer,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,other
11181,31867,30,single,m,straight,5,anything,1,never,graduated from college/university,white,70.0,other,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,agnosticism
1218,3405,30,single,m,straight,5,anything,2,sometimes,working on college/university,white,74.0,other,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,none
4225,12059,34,single,f,straight,5,anything,1,never,graduated from grad,asian,65.0,other,A,whatever,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,catholicism
16938,48578,31,single,f,straight,5,anything,2,sometimes,graduated from high school,mixed,65.0,other,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,yes,yes,catholicism
5167,14840,32,single,m,straight,4,other,2,never,working on grad,white,69.0,education / academia,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,Tatheism
11313,32255,29,single,f,straight,3,anything,2,never,graduated from college/university,mixed,63.0,artistic / musical / writer,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,buddhism
19705,56606,20,single,m,straight,3,vegetarian,0,never,working on college/university,white,72.0,entertainment / media,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,christianity
10589,30207,49,single,m,straight,3,vegetarian,2,never,graduated from grad,white,68.0,construction / craftsmanship,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,yes,no,christianity
13930,39695,36,single,m,gay,5,anything,2,never,graduated from college/university,white,70.0,executive / management,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,none
16010,45842,23,single,f,bisexual,5,anything,2,sometimes,graduated from college/university,mixed,66.0,other,A,whatever,when drinking,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,none
12303,35127,36,single,f,straight,5,anything,0,never,graduated from grad,white,68.0,sales / marketing / biz dev,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,other
179,472,47,single,f,straight,5,vegetarian,2,never,graduated from college/university,white,66.0,artistic / musical / writer,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,yes,yes,other
14255,40698,36,seeing someone,f,straight,5,vegetarian,1,never,graduated from college/university,white,65.0,entertainment / media,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,agnosticism
20571,59204,28,single,m,straight,5,anything,2,never,graduated from grad,asian,70.0,banking / financial / real estate,A,whatever,no,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,agnosticism
11529,32897,23,single,m,bisexual,5,vegetarian,2,sometimes,graduated from college/university,asian,71.0,other,A,whatever,sometimes,no,yes,yes,no,no,no,yes,no,no,no,no,no,no,no,yes,yes,Tatheism
6170,17632,40,single,f,straight,3,anything,2,never,working on college/university,white,61.0,other,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,catholicism
5243,15072,27,single,m,straight,2,anything,2,never,graduated from college/university,asian,74.0,science / tech / engineering,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,none
18892,54359,26,single,f,straight,3,anything,4,sometimes,working on grad,white,64.0,hospitality / travel,A,whatever,sometimes,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,yes,agnosticism
3332,9333,31,single,f,straight,4,anything,2,sometimes,graduated from grad,white,68.0,science / tech / engineering,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,yes,none
