,age,status,sex,orientation,body_type,diet,drinks,drugs,education,ethnicity,height,job,location,sign,smokes,arabic,chinese,english,german,hindi,italian,japanese,korean,portuguese,russian,spanish,turkish,has kids,wants kids,likes dogs,likes cats,new_religion
51099,33,single,m,straight,5,anything,2,never,graduated from college/university,indian,72.0,other,A,whatever,no,no,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,hinduism.
51101,35,single,m,straight,4,vegetarian,2,never,graduated from grad,white,68.0,science / tech / engineering,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,yes,Tatheism
51102,26,single,m,gay,3,anything,2,never,working on college/university,mixed,72.0,hospitality / travel,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,agnosticism
51107,33,single,m,straight,5,anything,2,never,graduated from grad,white,72.0,other,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,agnosticism
51118,21,single,m,straight,3,anything,5,never,working on college/university,mixed,71.0,student,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,none
51123,23,single,m,straight,4,anything,1,never,working on college/university,hispanic / latin,69.0,other,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,no,agnosticism
51126,43,single,f,straight,2,anything,2,never,graduated from college/university,black,61.0,other,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,christianity
51135,21,single,f,straight,3,anything,1,never,graduated from college/university,mixed,66.0,artistic / musical / writer,A,whatever,when drinking,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,none
51137,50,single,f,straight,2,anything,2,never,graduated from college/university,white,68.0,other,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,yes,yes,christianity
51141,28,single,m,straight,3,anything,3,never,working on college/university,black,67.0,other,A,whatever,sometimes,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,none
51150,37,single,m,gay,5,anything,3,never,graduated from college/university,white,68.0,other,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,buddhism
51155,20,single,f,straight,2,anything,1,never,working on college/university,white,67.0,student,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,Tatheism
51160,27,single,f,straight,5,other,2,never,graduated from grad,black,66.0,entertainment / media,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,agnosticism
51161,30,single,m,straight,5,other,2,never,graduated from college/university,white,67.0,science / tech / engineering,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,judaism
51163,37,single,f,straight,3,vegan,1,never,graduated from college/university,mixed,68.0,other,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,other
51165,27,single,m,straight,5,anything,2,never,graduated from college/university,indian,71.0,science / tech / engineering,A,does_not_matter,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,yes,no,Tatheism
51166,31,single,m,straight,5,anything,2,never,graduated from grad,mixed,66.0,science / tech / engineering,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,other
51171,26,single,f,straight,2,anything,2,never,working on college/university,black,62.0,education / academia,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,yes,no,christianity
51173,38,single,f,straight,2,anything,2,never,graduated from college/university,white,65.0,entertainment / media,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,other
51177,30,single,f,straight,5,anything,2,never,graduated from grad,indian,64.0,medicine / health,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,other
51178,27,seeing someone,f,straight,4,anything,2,never,graduated from college/university,asian,60.0,other,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,buddhism
51181,42,single,f,straight,3,vegan,0,never,graduated from college/university,asian,63.0,sales / marketing / biz dev,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,hinduism.
51182,61,single,f,straight,2,vegetarian,1,never,graduated from grad,white,68.0,medicine / health,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,agnosticism
51187,60,single,f,straight,3,anything,2,never,graduated from grad,white,64.0,other,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,agnosticism
51188,45,single,f,straight,3,anything,2,never,graduated from grad,white,67.0,education / academia,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,judaism
51189,29,single,f,straight,4,anything,2,never,graduated from college/university,white,65.0,education / academia,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,no,agnosticism
51190,50,single,f,straight,5,other,2,never,graduated from grad,white,67.0,medicine / health,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,yes,agnosticism
51195,29,single,f,straight,2,anything,2,sometimes,graduated from college/university,white,62.0,banking / financial / real estate,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,agnosticism
51200,28,single,m,straight,5,anything,2,never,graduated from college/university,white,72.0,science / tech / engineering,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,christianity
51201,23,single,m,straight,5,anything,3,sometimes,working on college/university,white,72.0,student,A,whatever,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,none
51203,42,single,f,straight,3,anything,2,never,graduated from grad,white,62.0,other,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,judaism
51205,51,single,m,straight,2,anything,2,never,graduated from high school,white,72.0,executive / management,A,does_not_matter,yes,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,yes,yes,none
51213,37,single,f,straight,2,vegetarian,2,never,graduated from college/university,white,65.0,hospitality / travel,A,whatever,when drinking,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,yes,no,other
51217,30,single,m,straight,3,anything,2,never,graduated from grad,white,70.0,entertainment / media,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,none
51224,24,seeing someone,m,straight,5,anything,3,sometimes,space camp,white,69.0,science / tech / engineering,A,whatever,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,other
51225,60,single,f,straight,5,anything,2,never,graduated from grad,white,66.0,education / academia,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,yes,judaism
51226,27,single,m,straight,3,anything,2,never,graduated from college/university,white,70.0,computer / hardware / software,A,does_not_matter,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,yes,no,Tatheism
51229,47,single,m,straight,3,anything,2,never,graduated from grad,white,70.0,science / tech / engineering,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,agnosticism
51233,34,single,m,straight,5,anything,2,never,graduated from high school,mixed,70.0,other,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,catholicism
51238,33,single,m,straight,2,vegan,2,sometimes,dropped out of high school,white,74.0,computer / hardware / software,A,does_not_matter,trying to quit,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,yes,no,Tatheism
51239,20,single,m,straight,3,anything,2,never,space camp,asian,66.0,banking / financial / real estate,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,yes,Tatheism
51240,31,single,m,straight,5,other,0,never,graduated from college/university,white,68.0,sales / marketing / biz dev,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,christianity
51241,32,single,m,straight,3,anything,2,never,graduated from college/university,hispanic / latin,69.0,computer / hardware / software,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,yes,catholicism
51242,53,single,m,straight,3,anything,3,never,graduated from college/university,asian,69.0,artistic / musical / writer,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,other
51244,29,seeing someone,m,straight,5,anything,4,sometimes,graduated from grad,white,70.0,other,A,whatever,when drinking,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,catholicism
51253,55,single,f,straight,2,anything,2,never,graduated from college/university,white,67.0,education / academia,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,yes,yes,none
51259,30,single,m,straight,3,anything,2,never,graduated from college/university,asian,67.0,medicine / health,A,whatever,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,agnosticism
51263,28,single,m,straight,5,anything,2,never,graduated from college/university,white,70.0,sales / marketing / biz dev,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,yes,yes,yes,Tatheism
51265,35,single,f,straight,3,anything,2,never,working on college/university,hispanic / latin,66.0,other,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,no,other
51269,27,single,m,straight,5,anything,2,never,working on college/university,mixed,72.0,artistic / musical / writer,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,yes,christianity
51274,25,single,f,straight,2,anything,2,never,graduated from college/university,black,62.0,political / government,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,yes,yes,no,agnosticism
51281,30,single,m,straight,5,anything,2,never,graduated from college/university,white,68.0,computer / hardware / software,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,catholicism
51291,27,single,m,straight,5,anything,4,often,graduated from grad,white,73.0,artistic / musical / writer,A,whatever,yes,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,none
51292,27,single,m,straight,3,anything,2,never,graduated from college/university,asian,70.0,other,A,whatever,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,none
51294,29,single,f,straight,2,anything,2,never,graduated from college/university,white,64.0,sales / marketing / biz dev,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,christianity
51296,24,single,f,bisexual,3,vegetarian,2,sometimes,working on college/university,white,66.0,medicine / health,A,does_not_matter,sometimes,no,no,yes,no,no,no,no,no,no,no,yes,no,no,yes,yes,yes,Tatheism
51297,42,single,f,straight,2,anything,2,never,graduated from college/university,white,66.0,medicine / health,A,whatever,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,yes,no,other
51299,29,single,m,straight,4,anything,2,sometimes,graduated from high school,white,69.0,science / tech / engineering,A,whatever,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,agnosticism
51300,31,seeing someone,m,straight,3,vegetarian,0,sometimes,graduated from college/university,mixed,70.0,computer / hardware / software,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,other
51308,46,single,m,straight,3,vegetarian,3,never,graduated from college/university,white,66.0,other,A,whatever,sometimes,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,other
51312,24,single,f,straight,2,anything,2,never,working on college/university,hispanic / latin,64.0,other,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,no,none
51313,32,single,f,straight,4,anything,1,sometimes,graduated from grad,mixed,62.0,student,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,agnosticism
51321,22,single,m,straight,4,anything,3,sometimes,working on college/university,white,64.0,student,A,whatever,when drinking,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,other
51323,35,single,m,straight,5,anything,2,never,graduated from grad,mixed,74.0,law / legal services,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,no,christianity
51326,18,seeing someone,f,bisexual,4,anything,0,often,graduated from high school,mixed,66.0,student,A,whatever,yes,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,no,hinduism.
51329,56,single,f,straight,3,vegetarian,2,never,graduated from college/university,white,63.0,science / tech / engineering,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,none
51335,22,single,m,straight,3,anything,1,sometimes,working on college/university,middle eastern,64.0,science / tech / engineering,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,Tatheism
51336,21,single,m,gay,3,anything,3,sometimes,graduated from grad,middle eastern,69.0,law / legal services,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,none
51338,29,single,m,straight,3,anything,2,never,graduated from college/university,white,74.0,science / tech / engineering,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,Tatheism
51339,23,single,f,straight,5,anything,2,never,working on college/university,mixed,66.0,other,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no,yes,no,none
51342,31,single,m,straight,3,anything,3,never,graduated from college/university,hispanic / latin,70.0,clerical / administrative,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,yes,no,yes,catholicism
51343,40,single,m,gay,5,anything,1,never,graduated from college/university,mixed,68.0,medicine / health,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,none
51346,29,single,f,straight,3,anything,1,never,working on college/university,hispanic / latin,66.0,student,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,christianity
51349,26,single,m,straight,5,anything,2,never,graduated from college/university,hispanic / latin,71.0,clerical / administrative,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,catholicism
51351,32,single,m,straight,3,anything,2,never,working on college/university,hispanic / latin,70.0,executive / management,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,yes,yes,no,catholicism
51353,21,single,m,straight,2,anything,2,sometimes,working on college/university,white,70.0,artistic / musical / writer,A,whatever,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,Tatheism
51354,28,single,m,straight,2,anything,3,sometimes,graduated from college/university,white,69.0,other,A,does_not_matter,yes,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,none
51355,30,single,m,straight,5,vegetarian,2,sometimes,graduated from college/university,mixed,67.0,other,A,whatever,trying to quit,no,no,yes,yes,no,no,no,no,no,no,yes,no,no,no,yes,yes,other
51359,30,single,m,straight,3,anything,2,sometimes,graduated from college/university,mixed,68.0,computer / hardware / software,A,whatever,when drinking,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,agnosticism
51360,23,single,m,straight,2,anything,2,never,working on college/university,mixed,70.0,sales / marketing / biz dev,A,does_not_matter,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,Tatheism
51365,37,single,m,straight,5,anything,2,never,graduated from grad,hispanic / latin,68.0,medicine / health,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,none
51371,33,single,m,straight,5,anything,2,never,graduated from college/university,hispanic / latin,73.0,medicine / health,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,yes,yes,no,catholicism
51372,26,single,f,straight,3,anything,2,never,working on grad,white,63.0,student,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,no,christianity
51374,24,single,m,straight,6,anything,4,sometimes,working on college/university,mixed,71.0,student,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,catholicism
51376,25,single,f,gay,4,anything,0,never,graduated from college/university,white,68.0,other,A,whatever,sometimes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,none
51377,24,single,f,gay,3,other,1,never,working on college/university,white,62.0,medicine / health,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,catholicism
51383,29,single,m,gay,5,anything,2,never,graduated from grad,hispanic / latin,68.0,education / academia,A,whatever,no,no,no,yes,yes,no,yes,no,no,no,no,yes,no,no,no,no,no,none
51384,22,single,m,straight,2,anything,2,never,working on college/university,hispanic / latin,66.0,student,A,whatever,when drinking,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,none
51390,35,single,m,straight,5,anything,2,never,graduated from college/university,hispanic / latin,68.0,sales / marketing / biz dev,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,no,catholicism
51393,25,single,f,straight,2,anything,2,never,graduated from college/university,white,63.0,artistic / musical / writer,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,catholicism
51394,28,single,f,straight,2,anything,2,never,working on college/university,mixed,65.0,sales / marketing / biz dev,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,catholicism
51397,43,single,f,straight,2,anything,2,never,graduated from college/university,mixed,65.0,medicine / health,A,matters,sometimes,no,no,yes,no,no,no,no,no,no,no,yes,no,yes,no,yes,yes,catholicism
