,age,sex,orientation,body_type,diet,drinks,drugs,education,ethnicity,height,job,sign,smokes,arabic,chinese,english,german,hindi,italian,japanese,korean,portuguese,russian,spanish,turkish,has kids,wants kids,likes dogs,likes cats,new_religion,hand-label
57199,22,f,straight,2,anything,2,never,graduated from college/university,white,65,artistic / musical / writer,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,judaism,
36022,43,f,straight,5,anything,2,never,graduated from college/university,white,66,executive / management,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,none,
45803,24,m,straight,3,anything,2,never,graduated from grad,hispanic / latin,68,science / tech / engineering,whatever,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,catholicism,
11930,31,m,gay,5,vegetarian,2,never,working on grad,white,61,student,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,agnosticism,
57401,25,f,straight,4,anything,2,never,working on grad,white,64,education / academia,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,none,
42208,35,m,gay,5,anything,2,never,graduated from college/university,white,74,sales / marketing / biz dev,whatever,no,no,no,yes,no,no,no,no,no,yes,no,yes,no,no,no,yes,no,none,
36872,66,f,straight,3,anything,1,never,graduated from college/university,white,65,artistic / musical / writer,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,other,
450,52,f,straight,4,anything,3,never,graduated from grad,white,65,education / academia,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,yes,yes,agnosticism,
58490,28,m,straight,3,anything,2,never,graduated from college/university,white,74,computer / hardware / software,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,christianity,
37612,22,m,gay,3,anything,2,never,working on college/university,white,71,hospitality / travel,does_not_matter,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,christianity,
33057,29,f,straight,2,anything,2,never,working on grad,white,67,other,whatever,sometimes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,other,
23888,65,f,straight,3,vegetarian,2,never,graduated from college/university,white,64,other,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,atheism,
37928,40,m,gay,5,anything,1,never,graduated from grad,asian,67,construction / craftsmanship,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,catholicism,
42801,38,m,straight,5,anything,2,never,working on grad,white,73,student,whatever,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,yes,other,
11135,31,f,straight,2,anything,2,never,graduated from college/university,hispanic / latin,62,student,whatever,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,no,catholicism,
55119,26,m,gay,3,anything,0,never,working on college/university,hispanic / latin,70,medicine / health,whatever,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,yes,none,
30443,26,m,straight,5,anything,0,never,graduated from college/university,mixed,77,education / academia,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,christianity,
41039,33,m,gay,4,other,2,never,graduated from college/university,white,67,sales / marketing / biz dev,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,other,
13549,29,m,bisexual,5,anything,2,never,graduated from grad,white,68,science / tech / engineering,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,yes,none,
27764,29,f,straight,2,anything,2,never,working on grad,asian,65,medicine / health,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,none,
59019,18,m,straight,3,anything,1,never,graduated from high school,mixed,68,other,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,none,
37746,23,m,straight,5,anything,1,sometimes,working on college/university,asian,66,student,whatever,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,none,
18618,43,m,straight,5,anything,2,never,graduated from college/university,white,73,computer / hardware / software,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,yes,yes,agnosticism,
1065,28,f,straight,4,anything,2,never,graduated from grad,white,64,executive / management,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,agnosticism,
41301,32,m,straight,4,anything,2,never,space camp,white,70,computer / hardware / software,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,agnosticism,
54888,22,m,straight,5,anything,2,never,graduated from grad,white,67,science / tech / engineering,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,judaism,
43276,21,m,gay,2,other,1,sometimes,working on college/university,mixed,71,student,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,catholicism,
40166,26,m,straight,5,other,1,never,working on college/university,hispanic / latin,69,other,whatever,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,yes,catholicism,
18838,29,m,straight,5,anything,2,never,graduated from grad,white,68,computer / hardware / software,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,catholicism,
21682,26,m,straight,5,anything,2,never,graduated from college/university,asian,74,science / tech / engineering,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,christianity,
55750,31,f,straight,5,anything,1,never,graduated from college/university,white,63,hospitality / travel,whatever,no,no,no,yes,no,no,yes,no,no,no,yes,no,no,no,no,no,no,judaism,
23940,44,f,bisexual,3,vegetarian,1,never,graduated from grad,white,66,education / academia,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,yes,buddhism,
40226,33,m,straight,5,anything,2,never,working on grad,mixed,68,political / government,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,catholicism,
56954,20,f,straight,3,kosher,2,sometimes,working on college/university,mixed,70,student,whatever,sometimes,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,no,none,
25739,32,f,straight,3,anything,2,never,graduated from college/university,white,64,science / tech / engineering,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,none,
26043,25,m,straight,3,anything,2,never,graduated from college/university,indian,71,banking / financial / real estate,does_not_matter,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,hinduism.,
57776,59,m,straight,1,anything,3,never,graduated from high school,white,70,artistic / musical / writer,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,yes,yes,christianity,
44755,34,m,straight,5,anything,2,never,graduated from college/university,asian,66,executive / management,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,none,
27352,33,f,straight,4,vegetarian,2,sometimes,graduated from grad,asian,64,political / government,whatever,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,agnosticism,
19890,33,m,straight,3,anything,0,never,graduated from grad,asian,68,banking / financial / real estate,does_not_matter,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,catholicism,
35303,32,f,straight,5,anything,1,never,graduated from college/university,white,60,medicine / health,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,yes,atheism,
12883,54,f,straight,5,anything,2,never,graduated from college/university,white,67,medicine / health,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,yes,no,christianity,
50950,29,m,straight,3,anything,0,never,graduated from college/university,white,70,unemployed,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,buddhism,
14603,31,m,straight,5,anything,2,never,graduated from grad,asian,67,banking / financial / real estate,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,buddhism,
23867,31,m,straight,5,other,2,never,graduated from grad,white,69,law / legal services,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,agnosticism,
34838,41,f,straight,3,anything,2,never,graduated from college/university,asian,61,other,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,catholicism,
28426,24,m,straight,5,anything,2,never,working on college/university,asian,68,student,does_not_matter,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,agnosticism,
26380,36,f,straight,4,anything,2,never,graduated from college/university,asian,67,banking / financial / real estate,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,none,
38083,40,m,straight,5,anything,2,never,working on grad,white,70,sales / marketing / biz dev,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,none,
33746,32,m,straight,3,anything,1,sometimes,graduated from high school,white,72,other,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,atheism,
18065,54,m,straight,5,anything,2,never,graduated from college/university,white,72,computer / hardware / software,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,yes,no,atheism,
23561,56,m,gay,5,anything,1,never,graduated from college/university,white,74,other,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,atheism,
30066,31,m,straight,4,vegan,0,never,graduated from grad,white,69,education / academia,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,atheism,
25386,48,f,straight,5,anything,2,never,graduated from college/university,white,65,sales / marketing / biz dev,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,none,
40060,28,m,straight,5,anything,3,sometimes,working on grad,white,68,sales / marketing / biz dev,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,yes,agnosticism,
42180,21,m,straight,4,anything,1,never,working on college/university,mixed,69,other,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,christianity,
58108,46,m,straight,3,anything,1,never,graduated from high school,white,72,construction / craftsmanship,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,other,
37793,28,m,straight,5,anything,2,never,graduated from college/university,white,67,science / tech / engineering,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,none,
7134,29,f,straight,2,anything,2,never,graduated from college/university,white,66,artistic / musical / writer,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,agnosticism,
6996,40,f,straight,2,anything,2,never,graduated from high school,white,64,clerical / administrative,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,yes,no,catholicism,
55336,20,f,straight,3,anything,2,sometimes,working on college/university,white,64,hospitality / travel,does_not_matter,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,judaism,
264,41,m,straight,5,anything,1,never,graduated from college/university,mixed,67,other,does_not_matter,trying to quit,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,atheism,
978,40,m,straight,5,anything,3,never,graduated from grad,white,71,science / tech / engineering,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,atheism,
10563,33,f,straight,2,anything,2,never,working on grad,white,63,student,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,other,
57614,29,f,bisexual,2,vegan,2,sometimes,graduated from college/university,white,68,science / tech / engineering,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,atheism,
33191,32,m,straight,3,anything,3,never,graduated from college/university,asian,71,computer / hardware / software,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,agnosticism,
11982,42,m,gay,5,anything,2,never,graduated from college/university,white,67,computer / hardware / software,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,none,
39221,37,f,bisexual,3,anything,3,never,graduated from grad,white,66,computer / hardware / software,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,yes,no,no,agnosticism,
37480,26,m,straight,4,anything,2,never,graduated from college/university,white,76,computer / hardware / software,whatever,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,yes,yes,atheism,
16815,19,m,gay,2,anything,1,never,working on college/university,mixed,67,student,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,christianity,
14698,20,m,straight,5,anything,1,sometimes,working on college/university,white,76,sales / marketing / biz dev,does_not_matter,sometimes,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,agnosticism,
58351,30,m,straight,5,anything,2,never,graduated from grad,white,68,science / tech / engineering,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,none,
2115,22,m,straight,5,vegetarian,2,never,working on college/university,indian,69,executive / management,whatever,no,no,no,yes,no,yes,no,no,no,no,no,yes,no,no,no,no,no,other,
5730,26,m,straight,4,anything,2,never,working on college/university,mixed,71,student,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,none,
29874,35,f,straight,3,vegetarian,1,never,graduated from college/university,black,63,retired,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,christianity,
4401,29,f,straight,5,anything,2,sometimes,graduated from grad,white,69,political / government,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,no,christianity,
48861,31,m,straight,3,anything,2,never,graduated from high school,white,72,artistic / musical / writer,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,agnosticism,
39360,48,m,straight,3,anything,2,never,graduated from grad,white,69,other,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,atheism,
44874,39,m,straight,5,anything,1,never,working on grad,white,71,medicine / health,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,none,
10948,26,m,straight,5,anything,2,never,working on college/university,mixed,67,other,whatever,sometimes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,none,
19571,25,m,straight,5,anything,2,never,graduated from grad,white,68,student,whatever,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,none,
14501,21,f,straight,4,anything,0,never,working on college/university,white,63,student,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,agnosticism,
39675,27,f,straight,3,vegetarian,0,never,working on college/university,white,68,education / academia,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,agnosticism,
35856,28,f,straight,2,anything,2,sometimes,graduated from grad,hispanic / latin,61,other,whatever,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,other,
26426,26,m,straight,5,anything,2,never,graduated from high school,hispanic / latin,72,other,whatever,when drinking,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,none,
54428,20,m,straight,5,anything,2,never,working on college/university,white,73,other,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,christianity,
41422,40,m,straight,5,vegetarian,1,never,graduated from college/university,white,73,sales / marketing / biz dev,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,other,
43551,35,f,gay,2,vegetarian,2,never,graduated from college/university,mixed,70,hospitality / travel,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,buddhism,
48917,28,m,straight,5,anything,3,sometimes,graduated from college/university,white,71,other,whatever,no,no,no,yes,yes,no,no,no,no,no,no,yes,no,no,yes,yes,no,other,
43059,52,m,bisexual,3,anything,2,never,graduated from grad,white,68,computer / hardware / software,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,none,
1590,27,m,straight,5,other,2,sometimes,graduated from college/university,mixed,72,sales / marketing / biz dev,matters,sometimes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,other,
11992,28,f,straight,1,anything,1,never,graduated from college/university,white,64,clerical / administrative,does_not_matter,no,no,no,yes,yes,no,no,yes,no,no,no,no,no,no,no,yes,yes,atheism,
3202,29,m,straight,5,vegetarian,2,sometimes,graduated from college/university,mixed,68,other,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,other,
16105,66,f,straight,3,other,2,never,graduated from grad,white,63,medicine / health,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,yes,yes,other,
51233,34,m,straight,5,anything,2,never,graduated from high school,mixed,70,other,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,catholicism,
28367,26,m,gay,3,anything,2,sometimes,graduated from high school,mixed,72,unemployed,whatever,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,other,
46363,26,m,gay,4,anything,2,never,graduated from college/university,mixed,75,other,whatever,sometimes,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,yes,no,judaism,
